,Time,II,PLETH
0,09:47:39,0.003,-0.243
1,09:47:39.002,0.003,-0.243
2,09:47:39.004,0.003,-0.243
3,09:47:39.006,-0.032,-0.243
4,09:47:39.008,-0.032,-0.198
5,09:47:39.01,-0.032,-0.198
6,09:47:39.012,-0.032,-0.198
7,09:47:39.014,-0.032,-0.198
8,09:47:39.016,-0.032,-0.124
9,09:47:39.018,-0.032,-0.124
10,09:47:39.02,-0.068,-0.124
11,09:47:39.022,-0.032,-0.124
12,09:47:39.024,-0.032,-0.073
13,09:47:39.026,-0.032,-0.073
14,09:47:39.028,-0.032,-0.073
15,09:47:39.03,-0.032,-0.073
16,09:47:39.032,-0.032,-0.011000000000000001
17,09:47:39.034,-0.032,-0.011000000000000001
18,09:47:39.036,-0.032,-0.011000000000000001
19,09:47:39.038,-0.032,-0.011000000000000001
20,09:47:39.04,-0.032,0.045
21,09:47:39.042,-0.032,0.045
22,09:47:39.044,0.003,0.045
23,09:47:39.046,0.003,0.045
24,09:47:39.048,-0.032,0.09
25,09:47:39.05,-0.032,0.09
26,09:47:39.052,0.003,0.09
27,09:47:39.054,0.003,0.09
28,09:47:39.056,0.003,0.124
29,09:47:39.058,0.003,0.124
30,09:47:39.06,0.003,0.124
31,09:47:39.062,0.003,0.124
32,09:47:39.064,0.003,0.141
33,09:47:39.066,0.003,0.141
34,09:47:39.068,0.003,0.141
35,09:47:39.07,0.003,0.141
36,09:47:39.072,0.003,0.153
37,09:47:39.074,0.037000000000000005,0.153
38,09:47:39.076,0.037000000000000005,0.153
39,09:47:39.078,0.003,0.153
40,09:47:39.08,0.037000000000000005,0.153
41,09:47:39.082,0.037000000000000005,0.153
42,09:47:39.084,0.037000000000000005,0.153
43,09:47:39.086,0.037000000000000005,0.153
44,09:47:39.088,0.037000000000000005,0.153
45,09:47:39.09,0.003,0.153
46,09:47:39.092,0.003,0.153
47,09:47:39.094,0.003,0.153
48,09:47:39.096,0.003,0.124
49,09:47:39.098,0.003,0.124
50,09:47:39.1,0.003,0.124
51,09:47:39.102,0.003,0.124
52,09:47:39.104,0.003,0.107
53,09:47:39.106,0.037000000000000005,0.107
54,09:47:39.108,0.037000000000000005,0.107
55,09:47:39.11,0.037000000000000005,0.107
56,09:47:39.112,0.037000000000000005,0.073
