,Time,II,PLETH
0,08:22:12,-0.062,0.537
1,08:22:12.002,-0.062,0.537
2,08:22:12.004,-0.03,0.537
3,08:22:12.006,-0.062,0.537
4,08:22:12.008,-0.062,0.53
5,08:22:12.01,-0.062,0.53
6,08:22:12.012,-0.062,0.53
7,08:22:12.014,-0.062,0.53
8,08:22:12.016,-0.03,0.518
9,08:22:12.018,-0.03,0.518
10,08:22:12.02,-0.03,0.518
11,08:22:12.022,-0.03,0.518
12,08:22:12.024,0.003,0.498
13,08:22:12.026,0.003,0.498
14,08:22:12.028,0.003,0.498
15,08:22:12.03,0.003,0.498
16,08:22:12.032,0.003,0.473
17,08:22:12.034,0.003,0.473
18,08:22:12.036,0.003,0.473
19,08:22:12.038,-0.03,0.473
20,08:22:12.04,-0.03,0.44799999999999995
21,08:22:12.042,-0.062,0.44799999999999995
22,08:22:12.044,-0.062,0.44799999999999995
23,08:22:12.046,-0.062,0.44799999999999995
24,08:22:12.048,-0.03,0.40299999999999997
25,08:22:12.05,-0.03,0.40299999999999997
26,08:22:12.052,-0.03,0.40299999999999997
27,08:22:12.054,-0.03,0.40299999999999997
28,08:22:12.056,-0.03,0.371
29,08:22:12.058,-0.03,0.371
30,08:22:12.06,-0.062,0.371
31,08:22:12.062,-0.03,0.371
32,08:22:12.064,-0.03,0.33899999999999997
33,08:22:12.066,-0.03,0.33899999999999997
34,08:22:12.068,-0.03,0.33899999999999997
35,08:22:12.07,-0.03,0.33899999999999997
36,08:22:12.072,-0.062,0.294
37,08:22:12.074,-0.062,0.294
38,08:22:12.076,-0.062,0.294
39,08:22:12.078,-0.062,0.294
40,08:22:12.08,-0.062,0.256
41,08:22:12.082,-0.062,0.256
42,08:22:12.084,-0.095,0.256
43,08:22:12.086,-0.095,0.256
44,08:22:12.088,-0.095,0.21100000000000002
45,08:22:12.09,-0.128,0.21100000000000002
46,08:22:12.092,-0.095,0.21100000000000002
47,08:22:12.094,-0.095,0.21100000000000002
48,08:22:12.096,-0.062,0.16699999999999998
49,08:22:12.098,-0.062,0.16699999999999998
50,08:22:12.1,-0.062,0.16699999999999998
