,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,se,label
923,24.0,24.0,0.088,0.584,0.2786666666666667,0.164,0.2671429080723149,PVC,23,23,-10.201102884310664,PVC
924,25.0,25.0,0.7,1.6,1.125,1.05,0.276457178290909,PVC,24,24,-9.509165055138295,PVC
925,26.0,26.0,0.8,29682.73,14841.765,14841.765,20988.29398170442,PVC,25,25,-10.44179739560932,PVC
926,27.0,27.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,26,26,-9.37944996309072,PVC
927,28.0,28.0,0.6,1.6,0.97,0.95,0.266874918683308,PVC,27,27,-9.541417066562516,PVC
928,29.0,29.0,0.228,0.26,0.2466666666666666,0.252,0.016653327995729,PVC,28,28,-10.077396261793943,PVC
929,30.0,30.0,0.06,0.308,0.204,0.2239999999999999,0.1046645435028819,PVC,29,29,-9.441086720323842,PVC
930,31.0,31.0,0.072,0.224,0.1169999999999999,0.086,0.0721017799133049,PVC,30,30,-9.892009057390013,PVC
931,32.0,32.0,0.7,1.2,0.89,0.85,0.2078995483935024,PVC,31,31,-9.926574368814116,PVC
932,33.0,33.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,32,32,-8.413809346568518,PVC
933,34.0,34.0,0.168,0.248,0.208,0.208,0.0399999999999999,PVC,33,33,-9.521558658113092,PVC
934,35.0,35.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,34,34,-9.673175964118446,PVC
935,36.0,36.0,0.7,1.3,1.0444444444444445,1.1,0.1810463415200036,PVC,35,35,-7.892301328100701,PVC
936,37.0,37.0,0.2,0.528,0.364,0.364,0.2319310242291876,PVC,36,36,-9.809910828246498,PVC
937,38.0,38.0,0.56,10.328,2.6304,0.792,4.304347197891917,PVC,37,37,-8.734679994462343,PVC
938,39.0,39.0,0.092,0.432,0.212,0.112,0.1907878402833891,PVC,38,38,-10.543311060479729,PVC
939,40.0,40.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,39,39,-9.502690028989216,PVC
940,41.0,41.0,0.264,0.816,0.4902857142857142,0.448,0.1794637514798966,PVC,40,40,-9.436489443056953,PVC
941,42.0,42.0,0.7,1.7,1.0666666666666669,0.9,0.3201562118716424,PVC,41,41,-9.508922595431551,PVC
942,43.0,43.0,0.176,0.24,0.216,0.232,0.0348711915483253,PVC,42,42,-9.366009811476124,PVC
943,44.0,44.0,0.076,0.228,0.152,0.152,0.1074802307403552,PVC,43,43,-10.635736126313567,PVC
944,45.0,45.0,0.7,1.5,1.1,1.15,0.2927700218845599,PVC,44,44,-9.76891095784728,PVC
945,46.0,46.0,0.24,0.792,0.68,0.792,0.2459918697843487,PVC,45,45,-8.909048545091416,PVC
946,47.0,47.0,0.188,0.452,0.2786666666666667,0.196,0.1501643544032116,PVC,46,46,-9.064342633289924,PVC
947,48.0,48.0,0.076,0.304,0.1424,0.088,0.0972666438199653,PVC,47,47,-8.95563881990297,PVC
948,49.0,49.0,0.8,1.4,1.0777777777777775,1.0,0.1922093765778465,PVC,48,48,-9.44764761962557,PVC
949,50.0,50.0,0.6,1.4,0.8272727272727273,0.8,0.2148995537031619,PVC,49,49,-9.473809928363035,PVC
950,51.0,51.0,0.136,0.56,0.316,0.252,0.2191255347968374,PVC,50,50,-9.824663869045809,PVC
951,52.0,52.0,0.36,0.792,0.6224,0.696,0.1932790728454584,PVC,51,51,-7.888371944588063,PVC
952,53.0,53.0,0.12,0.416,0.2893333333333333,0.332,0.1525428901435046,PVC,52,52,-9.22759257660761,PVC
953,54.0,54.0,0.296,0.488,0.392,0.392,0.1357645019878171,PVC,53,53,-10.510500864339132,PVC
954,55.0,55.0,0.776,0.8,0.788,0.788,0.0103279555898864,PVC,54,54,-9.47702126291106,PVC
955,56.0,56.0,0.536,0.792,0.7344,0.784,0.1110531404328576,PVC,55,55,-10.017986857878302,PVC
956,57.0,57.0,0.784,0.792,0.786,0.784,0.004,PVC,56,56,-9.758447589273713,PVC
957,58.0,58.0,0.8,1.5,1.0444444444444445,1.0,0.2505549396395484,PVC,57,57,-9.190161248830233,PVC
958,59.0,59.0,0.9,1.5,1.1375,1.1,0.2263846284534354,PVC,58,58,-8.391862624026977,PVC
