,Unnamed: 0,Unnamed: 0.1,min,max,mean,med,std,label,Unnamed: 0,Unnamed: 0.1,se,label
959,60.0,60.0,0.9,1.4,1.1125,1.1,0.1885091888628092,PVC,59,59,-9.551808004627294,PVC
960,61.0,61.0,0.096,0.228,0.1426666666666666,0.104,0.0740090084606822,PVC,60,60,-9.798362691092311,PVC
961,62.0,62.0,0.7,1.4,1.0333333333333334,0.9,0.25,PVC,61,61,-9.024161146789222,PVC
962,63.0,63.0,0.256,0.792,0.524,0.492,0.2287916082377148,PVC,62,62,-8.800950569712086,PVC
963,64.0,64.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,63,63,-8.73565974491319,PVC
964,65.0,65.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,64,64,-8.86429186694227,PVC
965,66.0,66.0,0.784,0.784,0.784,0.784,0.0,PVC,65,65,-8.731263790640769,PVC
966,67.0,67.0,0.144,0.296,0.2319999999999999,0.256,0.0787908624143688,PVC,66,66,-9.172793537019857,PVC
967,68.0,68.0,0.9,1.6,1.0555555555555556,1.0,0.2242270674512285,PVC,67,67,-9.015987096008136,PVC
968,69.0,69.0,0.784,0.792,0.786,0.784,0.004,PVC,68,68,-9.17306662420146,PVC
969,70.0,70.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,69,69,-9.260998912550289,PVC
970,71.0,71.0,0.208,0.42,0.284,0.224,0.1180508365069896,PVC,70,70,-10.355983168377264,PVC
971,72.0,72.0,0.7,1.3,0.91,0.8500000000000001,0.1791957340762081,PVC,71,71,-9.257711237793782,PVC
972,73.0,73.0,0.24,0.424,0.3319999999999999,0.3319999999999999,0.1301076477383247,PVC,72,72,-9.359731252669944,PVC
973,74.0,74.0,0.5,1.5,0.8909090909090909,0.9,0.2879393875611513,PVC,73,73,-9.563035604084208,PVC
974,75.0,75.0,0.576,0.792,0.744,0.784,0.0939787209957658,PVC,74,74,-10.124483942436274,PVC
975,76.0,76.0,0.784,0.792,0.786,0.784,0.004,PVC,75,75,-8.154771580160393,PVC
976,77.0,77.0,0.132,5091.1,1697.1533333333334,0.228,2939.244032814788,PVC,76,76,-10.09059460347345,PVC
977,78.0,78.0,0.264,0.524,0.394,0.394,0.1838477631085023,PVC,77,77,-8.715132481296774,PVC
978,79.0,79.0,0.7,1.1,0.8363636363636364,0.8,0.1361816968078109,PVC,78,78,-9.500796413354449,PVC
979,80.0,80.0,0.072,0.472,0.2299999999999999,0.188,0.1711295805328036,PVC,79,79,-9.61505366080384,PVC
980,81.0,81.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,80,80,-8.993255947446137,PVC
981,82.0,82.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,81,81,-10.305299944350516,PVC
982,83.0,83.0,0.6,1.4,0.92,0.95,0.2740640638812595,PVC,82,82,-9.466697536001131,PVC
983,84.0,84.0,0.24,20.368,3.916,0.772,8.062640758461212,PVC,83,83,-9.181058709495774,PVC
984,85.0,85.0,0.6,1.6,1.0333333333333332,1.0,0.324037034920393,PVC,84,84,-8.259989907558793,PVC
985,86.0,86.0,0.256,0.792,0.6272,0.776,0.2353278564046339,PVC,85,85,-9.944989856834074,PVC
986,87.0,87.0,0.18,0.528,0.354,0.354,0.2460731598529185,PVC,86,86,-9.285019845329582,PVC
987,88.0,88.0,0.072,0.248,0.1533333333333333,0.14,0.0887543426167606,PVC,87,87,-8.600947618730954,PVC
988,89.0,89.0,0.096,0.248,0.1624,0.128,0.0702908244367641,PVC,88,88,-9.663293227842736,PVC
989,90.0,90.0,0.06,0.276,0.1448,0.152,0.0890572849350349,PVC,89,89,-8.802281098942894,PVC
990,91.0,91.0,-100.0,-100.0,-100.0,-100.0,-100.0,PVC,90,90,-9.34181616964732,PVC
991,92.0,92.0,0.8,1.4,1.0777777777777775,1.0,0.2333333333333333,PVC,91,91,-8.940759276157696,PVC
992,93.0,93.0,0.216,0.632,0.424,0.424,0.2941564209736038,PVC,92,92,-9.680855450409457,PVC
993,94.0,94.0,0.152,0.288,0.216,0.212,0.0629920629920944,PVC,93,93,-9.518273979456543,PVC
994,95.0,95.0,0.164,0.64,0.402,0.402,0.3365828278447966,PVC,94,94,-8.301247319265986,PVC
